client_id	path	sentence	up_votes	down_votes	age	gender	accents	variant	locale	segment
73532cef33f34d1b6f64b013d2fa3c093a2828526a366a882eceb71fda4cb94d0e2a0ae029474df3ee98912615ce09892194e83cd22bc1445d9b3e77c5b08882	common_voice_en_30531997.mp3	A corresponding evaluation by the Federal Constitutional Court is still pending.	8	0	fourties	male	United States English,Midwestern,Minnesotan		en	
8cc960ae4dc2e48a80491406e15de37ae578c2b770d304387698b290546a9884bf8d366aa5a4b63f01f09064250ececa06bbc7675a630e128a0b3a3bfd555a63	common_voice_en_13633.mp3	A current of love rushed from his heart, and the boy began to pray.	12	0	thirties	male	England English		en	
64539bd4fe51e6de0e535beda52b811e57ae7a24414e2699b4c470ec413dd9adf9a3afb6b7d337558f5df5ac680286be9bfccb2c074f74049d9a9c47486dbdfe	common_voice_en_32946849.mp3	A dam was also nearby.	8	0			little latino,United States English,second language		en	
1c364c1cff2207a00b41f0f70c6d871e1adf907815a839fb3eb286f956a8bb21f41154728f6dce6ac6c83bc3fd51f82f4cd3c2b04360ef5cc0a561ff1ba45d94	common_voice_en_31067308.mp3	A dedicated Google Assistant button is located between the power and shutter buttons.	10	0	twenties	male	European,German,Foreign,Non-native		en	
c1a71237085b022f2c0dea2bd668bfbc7e9ee74c8be807b622c2137450199300cb44839d0f54e5962ef3797bbd28b064852b9c2ebb75b23230f2009e3f7c2a71	common_voice_en_36510136.mp3	A few months later he was elected president of the Puerto Rico Olympic Committee.	10	0	fourties	female	United States English,Midwestern,Low,Demure		en	
771bb09f65a789b82c4f187fca85ba0bb0e63b727878deef5de3034f022847d1e64f8d6a7b081cb9c8b81876c889ec10a1c16e591bf316a8468e6026d582718b	common_voice_en_35064137.mp3	A fighter squadron consisted of eight to nine fighter planes.	8	0	thirties	female	England English,southern english,sussex		en	
c1a71237085b022f2c0dea2bd668bfbc7e9ee74c8be807b622c2137450199300cb44839d0f54e5962ef3797bbd28b064852b9c2ebb75b23230f2009e3f7c2a71	common_voice_en_36911494.mp3	A fire of oak wood burned day and night in his honor.	10	0	fourties	female	United States English,Midwestern,Low,Demure		en	
2a95880ac5760a82de38ee7076d87a0fd4368ab807c1ff724f86c2d7506cbb7ce2261c2574a32c8105a0e95e64b15510d801513c73009fa434b35a206da9b502	common_voice_en_20285186.mp3	A footbridge connects the two platforms.	8	0	twenties	female			en	
c1a71237085b022f2c0dea2bd668bfbc7e9ee74c8be807b622c2137450199300cb44839d0f54e5962ef3797bbd28b064852b9c2ebb75b23230f2009e3f7c2a71	common_voice_en_33000173.mp3	A fossil was named after her.	10	0	fourties	female	United States English,Midwestern,Low,Demure		en	
f933a62114e4da82128c41922ca8a1d6198c4cd1ff391d382d8002da33a65fcca653b55e8cb207b4682e8a3a3525ca239af9b769d54e2f31996ee9f5066b4079	common_voice_en_35130810.mp3	"A graph with degeneracy ""p"" is called ""p""-degenerate."	10	0	twenties	male	England English,United States English,English with Polish accent,Slavic English		en	
eac3a80b2371b110ded6551ce8466c8fbdec5bb202ac04390b23d14c84bf3bfb03682de4e28ae53f38cf06ba57debd1b40eed2c8a759c6e6d7a28c48206ca82d	common_voice_en_18447.mp3	A group of people rowing down a muddy river in large boats.	10	0	fourties	male	Northumbrian British English		en	
a273d1f30f3cef1d79caa0946a4d184a7bf90fbbd25055019bbb6310ace32f4f990581cc215af6a03c3bc47702d9705bc10404e60606f3ba9f1ae2a1a30bb6e8	common_voice_en_209782.mp3	A guy fishing in a lake almost gets pulled into the water by something	8	0	twenties	male	England English		en	
c1a71237085b022f2c0dea2bd668bfbc7e9ee74c8be807b622c2137450199300cb44839d0f54e5962ef3797bbd28b064852b9c2ebb75b23230f2009e3f7c2a71	common_voice_en_35160749.mp3	A heater was an optional extra.	10	0	fourties	female	United States English,Midwestern,Low,Demure		en	
c1a71237085b022f2c0dea2bd668bfbc7e9ee74c8be807b622c2137450199300cb44839d0f54e5962ef3797bbd28b064852b9c2ebb75b23230f2009e3f7c2a71	common_voice_en_36911486.mp3	A king of this sort lives hedged in by a ceremonious etiquette.	10	0	fourties	female	United States English,Midwestern,Low,Demure		en	
c1a71237085b022f2c0dea2bd668bfbc7e9ee74c8be807b622c2137450199300cb44839d0f54e5962ef3797bbd28b064852b9c2ebb75b23230f2009e3f7c2a71	common_voice_en_32886752.mp3	A large hole was torn in the hull which completely flooded the engine room.	10	0	fourties	female	United States English,Midwestern,Low,Demure		en	
45905dfc73bfbc4fe977db2f8c11a273bbdc2173c1ccced72c058905946095a2a609232c51ca2cdc3db403141180e24182dad01a2f8d16a4128d75e9c6df3542	common_voice_en_2913.mp3	A large piece suddenly came off and fell with a loud and sharp noise.	356	14					en	
ff96183ed9652849e89ecc63ab1f727340d15a67441c6c6f893903cfbf62d76ada9622b1c0cade574c5684e080f6d90973a196ceb1117a25c690d2d3b4d9ffd8	common_voice_en_32836930.mp3	A large plot of land was acquired by the master builder Johan Martin Quist.	10	0	fifties	female	Mid-Atlantic United States English,Philadelphia, Pennsylvania, United States English,United States English,Philadelphia Style United States English		en	
53050c1aaaa18caffb82af832373b1dccea211eb169def21b6e9b6255602a2810296c7eabb0af07758d70270a3230a7479cb5ba6e9ee71b200e6b00475d8c93f	common_voice_en_1036.mp3	A large portion of the cylinder had been uncovered.	1162	97					en	
c1a71237085b022f2c0dea2bd668bfbc7e9ee74c8be807b622c2137450199300cb44839d0f54e5962ef3797bbd28b064852b9c2ebb75b23230f2009e3f7c2a71	common_voice_en_36960291.mp3	A lighthouse there serves oceangoing ships.	10	0	fourties	female	United States English,Midwestern,Low,Demure		en	
bfd31e9ca7529b6a5eba7f91846feb12c53192c0faafb7cbcb1eef80c0dca5f3a62f631eb8bc5faea9a0b2f4a5152629ed40687c93b3c2fe44359808bbd13de6	common_voice_en_1515.mp3	A line of flame high can be seen in the atmosphere.	31	1	thirties	male	New Zealand English		en	
c1a71237085b022f2c0dea2bd668bfbc7e9ee74c8be807b622c2137450199300cb44839d0f54e5962ef3797bbd28b064852b9c2ebb75b23230f2009e3f7c2a71	common_voice_en_33000039.mp3	A little further downstream was Iron Mills.	10	0	fourties	female	United States English,Midwestern,Low,Demure		en	
a7b40d12a2d8f1b9fb8f9e67976348930a6fb0b96872c365364866590e6fda08eef130d395d1ee5f5dd847c23e8de19c8f2ec6737c25c3f3d775fef92650b236	common_voice_en_3637.mp3	A long note was sounded on a bugle, and everyone mounted up.	16	0					en	
73532cef33f34d1b6f64b013d2fa3c093a2828526a366a882eceb71fda4cb94d0e2a0ae029474df3ee98912615ce09892194e83cd22bc1445d9b3e77c5b08882	common_voice_en_30536433.mp3	A lot of his works are influenced by Lemkos folklore.	8	0	fourties	male	United States English,Midwestern,Minnesotan		en	
17f32f9f15bab6cf57af6fb7a5daf0747f6b79c0361fdcf880635e204dbccd77f2dbf651b3bbf5f75010c857a307bc6046fcc6f8db9ad449a91f5e2293d88aa5	common_voice_en_32756786.mp3	A lover to be rescued.	8	0	twenties	male	Slavic,East European,polish		en	
00dd747cffb223ea3095abc625f16e689d74e3c4c4871fc9081ab53fc1cff07032f299376a0f1fb452717f42691c51469a4fad2d75075fab3f7220b19a5fe8fa	common_voice_en_35067393.mp3	A majority of the immigrants were found to be from France and Portugal.	9	0	teens	male	United States English,Canadian English		en	
eac3a80b2371b110ded6551ce8466c8fbdec5bb202ac04390b23d14c84bf3bfb03682de4e28ae53f38cf06ba57debd1b40eed2c8a759c6e6d7a28c48206ca82d	common_voice_en_18410.mp3	A man in a white helmet and dark clothing stands in the snowy mountains.	10	0	fourties	male	Northumbrian British English		en	
a999f3451961314da46c661d0021b578aded65a4dcf6a1d9240053323f59cba52b46acd22ad948348a14e196773e2dadf4471eda01eb35a15f5eb511e2c7fed3	common_voice_en_32651067.mp3	A maze of underground roads runs below the square.	8	0	thirties	male	Australian English		en	
c1a71237085b022f2c0dea2bd668bfbc7e9ee74c8be807b622c2137450199300cb44839d0f54e5962ef3797bbd28b064852b9c2ebb75b23230f2009e3f7c2a71	common_voice_en_32389122.mp3	A modest success.	10	0	fourties	female	United States English,Midwestern,Low,Demure		en	
c1a71237085b022f2c0dea2bd668bfbc7e9ee74c8be807b622c2137450199300cb44839d0f54e5962ef3797bbd28b064852b9c2ebb75b23230f2009e3f7c2a71	common_voice_en_36911450.mp3	A more elaborate form has smaller semicircle inserted in the four angles.	10	0	fourties	female	United States English,Midwestern,Low,Demure		en	
c22f898fb5926c8a19a16b625d8ca2c42be99d3fb42c9259afc13b2e7328ddc920b0188a6324278d87eebdfaaff1c5ebb59f00e8bb9e6014676f03ff1f8647e4	common_voice_en_32639106.mp3	A more precise time assignment is still pending.	8	0			United States English,Canadian English,slight Brooklyn Accent		en	
c1a71237085b022f2c0dea2bd668bfbc7e9ee74c8be807b622c2137450199300cb44839d0f54e5962ef3797bbd28b064852b9c2ebb75b23230f2009e3f7c2a71	common_voice_en_32914388.mp3	A music video was shot to accompany the song.	10	0	fourties	female	United States English,Midwestern,Low,Demure		en	
73532cef33f34d1b6f64b013d2fa3c093a2828526a366a882eceb71fda4cb94d0e2a0ae029474df3ee98912615ce09892194e83cd22bc1445d9b3e77c5b08882	common_voice_en_30531977.mp3	A navigation station is fitted to starboard.	8	0	fourties	male	United States English,Midwestern,Minnesotan		en	
c1a71237085b022f2c0dea2bd668bfbc7e9ee74c8be807b622c2137450199300cb44839d0f54e5962ef3797bbd28b064852b9c2ebb75b23230f2009e3f7c2a71	common_voice_en_32389242.mp3	A now closed copper mine is located in the wilderness.	10	0	fourties	female	United States English,Midwestern,Low,Demure		en	
e42db0647f2a100513ed6599635dd6a0535814d984fa1aad952482c2acce27ae159b5ff14fe1013275fa2d73d22b64cc21af5fd3d5fe833d038df34965adb24e	common_voice_en_32698340.mp3	A number of events have been planned to mark the Jubilee.	8	0			Canadian English,United States English,England English		en	
c1a71237085b022f2c0dea2bd668bfbc7e9ee74c8be807b622c2137450199300cb44839d0f54e5962ef3797bbd28b064852b9c2ebb75b23230f2009e3f7c2a71	common_voice_en_32814444.mp3	A number of his orchestral works were heard in Bournemouth under Dan Godfrey.	10	0	fourties	female	United States English,Midwestern,Low,Demure		en	
771bb09f65a789b82c4f187fca85ba0bb0e63b727878deef5de3034f022847d1e64f8d6a7b081cb9c8b81876c889ec10a1c16e591bf316a8468e6026d582718b	common_voice_en_27632668.mp3	A number of naval traditions are maintained.	8	0			England English,southern english,sussex		en	
8dfa1272da00db0261010aed9d0d967f02c8881cf66756a4924873ae572513f1ea3c8cf4562bd4c2de7e8dabb79375f8a0942fb44cf29d4c342a0745dda5b458	common_voice_en_32544481.mp3	A number of these songs published by the Workers Music Association.	7	0			England English,New Zealand English,Welsh English,Australian English,United States English,Mixed-Accent English		en	
59d350f6575fbc9ad7ed5bea5a9b7c63dea9c56671a1d45309d049b73c74cbb97f715adebb5226b25cad6dacef282e31e24606dded30615588f3f96f79b5cb0d	common_voice_en_36499332.mp3	A parent will resent it if you say that the baby is like them.	8	0	twenties	male	United States English		en	
771bb09f65a789b82c4f187fca85ba0bb0e63b727878deef5de3034f022847d1e64f8d6a7b081cb9c8b81876c889ec10a1c16e591bf316a8468e6026d582718b	common_voice_en_27017354.mp3	A plaque at the steps now commemorates the event.	8	0			England English,southern english,sussex		en	
73532cef33f34d1b6f64b013d2fa3c093a2828526a366a882eceb71fda4cb94d0e2a0ae029474df3ee98912615ce09892194e83cd22bc1445d9b3e77c5b08882	common_voice_en_30531289.mp3	A plaque explains the connection to Rev Robertson.	8	0	fourties	male	United States English,Midwestern,Minnesotan		en	
7aa83f58dc5c2a0eb075195d1a83aa972a41082b245d85c456cf6dc3456e0ebdb8f6a26b16c30fcee8c01ed5f3bad1c00208906fd8a375141a8452adaed24ad3	common_voice_en_18922.mp3	A practice of infidels, he said to himself.	7	0	fifties	male	United States English		en	
23155b3c9b54685ab85e13f624e6e07bd88f4280ce08d3e2cac43dc044c9aa8ca68d9cf70689d485319e8d91a60b6d25089f57ffb8156d07bff67d67f1a0a8e9	common_voice_en_32260068.mp3	A privet hedge surrounds the square behind modern railings.	12	0	twenties	female	United States English,southern United States,New Orleans dialect		en	
c1a71237085b022f2c0dea2bd668bfbc7e9ee74c8be807b622c2137450199300cb44839d0f54e5962ef3797bbd28b064852b9c2ebb75b23230f2009e3f7c2a71	common_voice_en_37267756.mp3	A random draw was made to determine the pole for the race.	10	0	fourties	female	United States English,Midwestern,Low,Demure		en	
11501335dcd404af5a1a364321be2114aba4460c9c143f575167612d542d8159f8e364ae0091b7f4062a8285107e5f40888715c0155447c497216b5aa199a11c	common_voice_en_36486072.mp3	A repair workshop is located in the rear wing.	8	0			United States English,Puerto Rican,Latin American English,Florida,New York,Long Island,Savannah, Georgia		en	
73532cef33f34d1b6f64b013d2fa3c093a2828526a366a882eceb71fda4cb94d0e2a0ae029474df3ee98912615ce09892194e83cd22bc1445d9b3e77c5b08882	common_voice_en_30531968.mp3	"A reporter described her as the ""most photographed golfer in the world""."	8	0	fourties	male	United States English,Midwestern,Minnesotan		en	
96cb94ad96a3b8d4d852b32f4118b40176d4e61502ab770390457a23c83e55ac46f938d05428358dc317d5d53c2d0b2984ca058d4bbd284571e7d434acce1807	common_voice_en_32639422.mp3	A ropes course was added later.	8	0	thirties	female	Northern Irish,Norwegian,yorkshire		en	
771bb09f65a789b82c4f187fca85ba0bb0e63b727878deef5de3034f022847d1e64f8d6a7b081cb9c8b81876c889ec10a1c16e591bf316a8468e6026d582718b	common_voice_en_30136856.mp3	A second section of land in northeast Georgia was included.	8	0			England English,southern english,sussex		en	
157d90b43651d0534cbef4158c78f02baab021e074c733516910c13e25086fcede17b884711e96c63c095e9b5bfff1a1821f6431089fc71af1225d1bfb14efe1	common_voice_en_19580164.mp3	A second time he was refused.	10	0	twenties	male	German,south-west German,South German accent,Alemannic German Accent		en	
d6f0119ffc2345263cb97f7b24489d5552a8c358de70f14e46a07d530317b6689211b98ff37f49ad881ca988d34b9021841e95549a450ec2616c7172dc8615e2	common_voice_en_21005.mp3	A shepherd may like to travel, but he should never forget about his sheep.	10	1	thirties	male	England English		en	
1c364c1cff2207a00b41f0f70c6d871e1adf907815a839fb3eb286f956a8bb21f41154728f6dce6ac6c83bc3fd51f82f4cd3c2b04360ef5cc0a561ff1ba45d94	common_voice_en_31066985.mp3	A small forestry plantation lies to the southeast of the settlement.	15	0	twenties	male	European,German,Foreign,Non-native		en	
64539bd4fe51e6de0e535beda52b811e57ae7a24414e2699b4c470ec413dd9adf9a3afb6b7d337558f5df5ac680286be9bfccb2c074f74049d9a9c47486dbdfe	common_voice_en_32946881.mp3	A smaller number of derivational affixes are used than in Indonesian.	8	0			little latino,United States English,second language		en	
8f9b2598e6dfd7894a7f5a1464316c4319ff34ea102cdeadd215645f03cd6a122545cbbff5919f8707dc21c799d42acd4d6394e9fb1927aa7bba97004272d849	common_voice_en_32321813.mp3	A smaller peninsula further north ends at Tanners Point.	8	0	thirties	male	United States English		en	
96cb94ad96a3b8d4d852b32f4118b40176d4e61502ab770390457a23c83e55ac46f938d05428358dc317d5d53c2d0b2984ca058d4bbd284571e7d434acce1807	common_voice_en_32639175.mp3	A stream flows through the park.	8	0	thirties	female	Northern Irish,Norwegian,yorkshire		en	
ff96183ed9652849e89ecc63ab1f727340d15a67441c6c6f893903cfbf62d76ada9622b1c0cade574c5684e080f6d90973a196ceb1117a25c690d2d3b4d9ffd8	common_voice_en_32836454.mp3	A street in Los Angeles was named for him.	10	0	fifties	female	Mid-Atlantic United States English,Philadelphia, Pennsylvania, United States English,United States English,Philadelphia Style United States English		en	
8308864c88b6df6ff45d803952f36b1c39b6835d7a71334405f1b340d2db9257edf52bd405807278f6dca161e01c79027982efeb44e62533a551c1b6f3ac8b25	common_voice_en_31965841.mp3	A street in the district of Dresden is named after him.	8	0			Mid-atlantic,England English,United States English		en	
23155b3c9b54685ab85e13f624e6e07bd88f4280ce08d3e2cac43dc044c9aa8ca68d9cf70689d485319e8d91a60b6d25089f57ffb8156d07bff67d67f1a0a8e9	common_voice_en_32259906.mp3	A striking red book can be seen through the skeleton.	8	0	twenties	female	United States English,southern United States,New Orleans dialect		en	
97b2c745bc491e5c70d8a7da2031d7112e639b5165525db25b3c1a5aafac70056850d571fc54680e50a13ec727801a961b3cabcf8382f1caaece470e2069d9b4	common_voice_en_949.mp3	A thin circle of bright metal showed between the top and the body of the cylinder.	55	2					en	
b0387daa800984e4069a5b7ee53956cb1c5f8d5a876ca0b4072260237d47d74afe21ec0267f9d9076c438d1af441fa9fada6c3a0bb2f10251b5b2ced597c5879	common_voice_en_22331777.mp3	A total of fifty-five Colombian men were arrested.	8	0	thirties	male	United States English,India and South Asia (India, Pakistan, Sri Lanka)		en	
8dfa1272da00db0261010aed9d0d967f02c8881cf66756a4924873ae572513f1ea3c8cf4562bd4c2de7e8dabb79375f8a0942fb44cf29d4c342a0745dda5b458	common_voice_en_32544051.mp3	A total of six rounds were contested.	14	0			England English,New Zealand English,Welsh English,Australian English,United States English,Mixed-Accent English		en	
fef8e80ac8a0e27d9385467578ea35721c9647042e261c2cbbf714d9c9fc391bf0b1eecbe4515e7e5e210e21202e0b4b263eb434bdff3c68e71160712f06f053	common_voice_en_31920849.mp3	A tractor operator died in an incident later the same month.	8	0	thirties	female	United States English,England English,India and South Asia (India, Pakistan, Sri Lanka)		en	
73532cef33f34d1b6f64b013d2fa3c093a2828526a366a882eceb71fda4cb94d0e2a0ae029474df3ee98912615ce09892194e83cd22bc1445d9b3e77c5b08882	common_voice_en_30531277.mp3	A tsunami of about had struck Kamchatka.	8	0	fourties	male	United States English,Midwestern,Minnesotan		en	
4beef49f65402115a93167c24d525095cdb23e2fce633df72592acdaaa50eeaeac61205870358fc9496b2ccbf8a8378601b0e0badf1eb666724da1e864f6a8cd	common_voice_en_2885.mp3	A while ago, I rode through the desert with a man who had books on alchemy.	11	1					en	
aa6a3aa058c055c002460ec3d6f0e7c8d8980340aace24f949c92d201336f60d62fb7dc3b6f0033ef14dbe8f9338a8409b3f1c22d741be34c95a93b3e959cf32	common_voice_en_33584.mp3	A woman rides her bike down the street in the fall	7	0	twenties	male	United States English		en	
5be61644b69b2c9fdfc4a5c774d9c3db512b2674b0ae5226402ce90d206d10368d20d737717ef56bacf0e06af912eaca4c3a5d2281663efbfd65b97f4ae3de5c	common_voice_en_20442.mp3	A young Arab, also loaded down with baggage, entered, and greeted the Englishman.	7	0					en	
ff96183ed9652849e89ecc63ab1f727340d15a67441c6c6f893903cfbf62d76ada9622b1c0cade574c5684e080f6d90973a196ceb1117a25c690d2d3b4d9ffd8	common_voice_en_32836418.mp3	Aakash gets into street fight that drags him in the jail.	10	0	fifties	female	Mid-Atlantic United States English,Philadelphia, Pennsylvania, United States English,United States English,Philadelphia Style United States English		en	
64539bd4fe51e6de0e535beda52b811e57ae7a24414e2699b4c470ec413dd9adf9a3afb6b7d337558f5df5ac680286be9bfccb2c074f74049d9a9c47486dbdfe	common_voice_en_32919454.mp3	Abdul started rap music at the age of nine.	8	0			little latino,United States English,second language		en	
79ce8451fea8968eae6f84f6814187a7a9d4a4da089294de5565c6872ff1f951ebdcfb6b74c51cd7c08a2745c89c5ae67c5464dd4c0b22e55b2d4b1d7c0181bf	common_voice_en_31642421.mp3	Abdullah ruled the emirate from Riyadh.	9	0	fifties	male	southern United States,United States English		en	
73532cef33f34d1b6f64b013d2fa3c093a2828526a366a882eceb71fda4cb94d0e2a0ae029474df3ee98912615ce09892194e83cd22bc1445d9b3e77c5b08882	common_voice_en_30531779.mp3	Abercromby owned the lands of the parish Abercrombie in Fife.	8	0	fourties	male	United States English,Midwestern,Minnesotan		en	
45905dfc73bfbc4fe977db2f8c11a273bbdc2173c1ccced72c058905946095a2a609232c51ca2cdc3db403141180e24182dad01a2f8d16a4128d75e9c6df3542	common_voice_en_2917.mp3	About eleven, I walked back to my home in Maybury because nothing seemed to be happening.	360	9					en	
c8559eb5eaa7f33082a03d57ccf1cd328f6c142885564c4da3712819adb131f64a079e944c8f5c8db00f3349f7a6bc194ab6133d9432e515da18fa0ad5e5e1c9	common_voice_en_7877.mp3	Absolutely despicable that gingerbread men are forced to live in houses made of their own flesh.	24	2	seventies	male	Canadian English		en	
c1a71237085b022f2c0dea2bd668bfbc7e9ee74c8be807b622c2137450199300cb44839d0f54e5962ef3797bbd28b064852b9c2ebb75b23230f2009e3f7c2a71	common_voice_en_32389088.mp3	Abu Hafs Umar fled Tunis but was captured near Gabes and executed in August.	10	0	fourties	female	United States English,Midwestern,Low,Demure		en	
c1a71237085b022f2c0dea2bd668bfbc7e9ee74c8be807b622c2137450199300cb44839d0f54e5962ef3797bbd28b064852b9c2ebb75b23230f2009e3f7c2a71	common_voice_en_32865270.mp3	Access was from the main driveway and footpaths from the adjacent footbridge.	10	0	fourties	female	United States English,Midwestern,Low,Demure		en	
36d62842c6f3678957962d26237a5a7c16962509aabd44635cc4802b324578478b9416c6eb3bc38e539bc5fb027fe49b0c6df3ec1c7b999dbfd1ac190ff595f6	common_voice_en_20284779.mp3	According to Kate, the couple later married in Valdosta, Georgia.	8	0	thirties	male	New Zealand English		en	
125a681f7f7da191438ee50c0ce46046faaa4f8257cc44ca0a5ef552b42d9f8aabad4533bc0095c21fa0e6f39bd56e4e04201a52d46c3c4f4a1ead2321b8a74f	common_voice_en_35319980.mp3	According to other sources, it was among best-sellers, albeit not second-best-selling.	8	0	thirties	other	United States English,England English,Transatlantic English		en	
771bb09f65a789b82c4f187fca85ba0bb0e63b727878deef5de3034f022847d1e64f8d6a7b081cb9c8b81876c889ec10a1c16e591bf316a8468e6026d582718b	common_voice_en_26946342.mp3	"According to the Mattagami First Nation, Mattagami means ""Meeting of the Waters""."	8	0			England English,southern english,sussex		en	
307a4fa8099bca1b0a92cb228b899bf047b86dee93b8e32053a0e7cd61b150d58259e8abaac45bf6fc2e7f7ebbd6262aa2d6a483f42b3fd7271d2a054082da7d	common_voice_en_36507712.mp3	According to their website, the album was recorded at the Roxy in Hollywood.	9	0			Northern Irish,culchie		en	
73532cef33f34d1b6f64b013d2fa3c093a2828526a366a882eceb71fda4cb94d0e2a0ae029474df3ee98912615ce09892194e83cd22bc1445d9b3e77c5b08882	common_voice_en_30531132.mp3	Actress Doan Ly portrays Anna May Wong in enacted sequences of the documentary.	8	0	fourties	male	United States English,Midwestern,Minnesotan		en	
